名字,评分,户型,出租类型,可住,价格,图片地址,城市
江宁路地铁站、近静安、火车站的日式榻榻米小屋,5.0,1室,整租,2,520,//pics.muniao.com//UploadFiles/root/room/146654/thumb/f089574bf9b54caa8f822bd63a8955f2.jpg_414_262.jpg,shanghai
莘庄河景房/温馨洁净2居室/5智能电视/智能门锁/配套齐全楼层好/可长租,5.0,2室,整租,4,288,//pics.muniao.com//UploadFiles/root/room/110343/thumb/bdac9263c46449489ac9d06bb39aca51.jpg_414_262.jpg,shanghai
一居美居莘浜路 公园环绕/繁华热闹,5.0,1室,整租,2,268,//pics.muniao.com//UploadFiles/root/room/106430/thumb/4f922c746a6347a9bdb683e19c78ad58.jpg_414_262.jpg,shanghai
同济大学四平路CBD商圈双地铁8号线和10号线豪华大一房,4.8,1室,整租,2,456,//pics.muniao.com//UploadFiles/root/room/276728/thumb/d35aa09d50634c06a5d6f1addd27dddd.jpg_414_262.jpg,shanghai
东安路地铁口旁肿瘤/中山医院安静一室一厅,4.6,1室,整租,4,438,//pics.muniao.com//UploadFiles/root/room/269721/thumb/28113a7cf8ce4039ac602eda3c4d9ba9.jpg_414_262.jpg,shanghai
【亭轩阁】迪斯尼静谧亲子房双床,5.0,1室,整租,3,418,//pics.muniao.com//UploadFiles/thumb/image/20181201/719e5e6e656546c39a9d3a977c6c1b7b20181201221554257.jpg_414_262.jpg,shanghai
崇明岛陈家镇风情两房（三）,5.0,2室,整租,4,398,//pics.muniao.com//UploadFiles/thumb/image/20181024/1af193339a0643d6adeaf4ea1afec0b320181024083325530.jpg_414_262.jpg,shanghai
崇明岛陈家镇风情两房（二）,5.0,2室,整租,4,398,//pics.muniao.com//UploadFiles/thumb/image/20181024/455785ad687e4b999f0201cfff4cb3e220181024083126848.jpg_414_262.jpg,shanghai
593百年淮海路/闹中取静/家庭影院套房,4.1,2室,整租,4,623,//pics.muniao.com//UploadFiles/thumb/image/20181019/198c30e1aff849c4b65e891bd7d6da1420181019152028835.jpg_414_262.jpg,shanghai
上海施家湾欧式精装公寓悦达南郊华都,5.0,2室,整租,4,258,//pics.muniao.com//UploadFiles/thumb/image/20181019/d1e9679429ab4b0fa0fd5c9b1da8165220181019110743817.jpg_414_262.jpg,shanghai
南站植物园景观两床 榻榻米客厅 独享复式房整层,5.0,1室,整租,2,333,//pics.muniao.com//UploadFiles/thumb/image/20181015/5c199edfedb54c74b47a0176ab79b3b320181015064553195.jpg_414_262.jpg,shanghai
地铁13号/7号线，近南京西路、静安寺、火车站中式公寓,5.0,1室,整租,2,500,//pics.muniao.com//UploadFiles/thumb/image/20181010/24a2859676ec4bc79ffbaee2e298d2b220181010112807709.jpg_414_262.jpg,shanghai
永欣高端新国际博览中心第一妇婴医院迪士尼乐园 陆家嘴 地铁7、11、13号线,5.0,1室,整租,2,298,//pics.muniao.com//UploadFiles/thumb/image/20181009/4638addacceb4461998ceebec961399520181009160045977.jpg_414_262.jpg,shanghai
【永欣高端 】新国际博览第一妇婴医院迪士尼乐园地铁7、11、13号线外滩城隍庙,5.0,1室,整租,2,288,//pics.muniao.com//UploadFiles/thumb/image/20181008/7a900cdd8a0141baa41de3f2aa6fb7b520181008204209172.jpg_414_262.jpg,shanghai
崇明岛禅修私家庭院-休闲时光-可做饭<农家乐,5.0,2室,整租,5,580,//pics.muniao.com//UploadFiles/thumb/image/20190507/3a48d08740f5406eb9a06cbab7729d9e20190507002806245.jpg_414_262.jpg,shanghai
DSN一间一舍时尚简约大床房,5.0,1室,整租,2,527,//pics.muniao.com//UploadFiles/thumb/image/20181205/50b9163e4601422a98fb3b3dc611ce1e20181205210956757.jpg_414_262.jpg,shanghai
《独风雅》斜土路/东安路地铁口斜对面两房两厅,4.9,2室,整租,4,599,//pics.muniao.com//UploadFiles/thumb/image/20180911/703344c05fc64b0d9cbd8c9e208821ab20180911172139014.jpg_414_262.jpg,shanghai
周浦地铁口简约LoftDSN动物园③滴水湖④新国际,5.0,1室,整租,4,368,//pics.muniao.com//UploadFiles/thumb/image/20180904/288289e660d444eab553b01becceada620180904171018638.jpg_414_262.jpg,shanghai
龙华医院/南洋模范中学/肿瘤医院隔壁#精装两房#,4.9,2室,整租,5,550,//pics.muniao.com//UploadFiles/thumb/image/20180930/0ee47f43a99345c1b85c9d3ab4cc8b4620180930220353200.jpg_414_262.jpg,shanghai
自动麻将机/投影/东方明珠/夜观上海之巅无死角夜景/电梯,5.0,3室,整租,6,1099,//pics.muniao.com//UploadFiles/root/room/215869/thumb/32cd2352824d42d1ae1ea169fdebcc05.jpg_414_262.jpg,shanghai
靠近秀沿路地铁站 三室一厅一卫一厨,5.0,3室,整租,10,585,//pics.muniao.com//UploadFiles/thumb/image/20180703/aa05530bb51842afb21554a987e3f1ac20180703234756426.jpg_414_262.jpg,shanghai
近虹桥欢乐谷佘山七宝花园洋房，可做饭，小区人工岛能垂钓,5.0,3室,单间出租,2,240,//pics.muniao.com//UploadFiles/thumb/image/20180623/d827a84fa51c4691a2c205786e78856620180623172357328.jpg_414_262.jpg,shanghai
张江高科 离国展中心，汤臣豪园舒适单间房最晚时间接待房客23点。,5.0,5室,单间出租,2,320,//pics.muniao.com//UploadFiles/thumb/image/20180622/2a5a7e914ae54eb8ac4d4b733f20de7620180622090631542.jpg_414_262.jpg,shanghai
地铁房*2站到迪士尼*正规一居室套房，地铁到机场，南京路，外滩，陆家嘴,5.0,1室,整租,3,428,//pics.muniao.com//UploadFiles/thumb/image/20180617/ad7e587bbc8c4999bc8237f281de675720180617134735537.jpg_414_262.jpg,shanghai
碧海金沙海上皇宫夏梦别墅,5.0,7室,整租,20,3880,//pics.muniao.com//UploadFiles/thumb/image/20180815/d7f67b0ed95c4600b1c0da4dd3a5ff0120180815094759281.jpg_414_262.jpg,shanghai
环贸iapm购物中心长乐路带尖顶loft,5.0,1室,整租,4,698,//pics.muniao.com//UploadFiles/thumb/image/20180613/13ae41723a314b1e8fc3b792da0ce62520180613010519068.jpg_414_262.jpg,shanghai
地铁嘉善路中山医院-单间独卫,5.0,2室,单间出租,2,120,//pics.muniao.com//UploadFiles/thumb/image/20190125/778cee67c54d4862b91533d6848d48af20190125155301036.jpg_414_262.jpg,shanghai
迪斯尼附近一梵简美复式洋房大床房,5.0,4室,单间出租,2,788,//pics.muniao.com//UploadFiles/thumb/image/20180528/ab57b59cd32e410fb71481908f6423a120180528182047062.jpg_414_262.jpg,shanghai
澜舍-别墅·4居室套房/近浦东机场、川沙地铁站/迪士尼免费接送,5.0,4室,整租,8,1080,//pics.muniao.com//UploadFiles/root/room/195792/thumb/204acc7cd25d4f6baa0da65147bc077b.jpg_414_262.jpg,shanghai
长乐路一居室洋房淮海路*静安寺*外滩,5.0,1室,整租,3,698,//pics.muniao.com//UploadFiles/root/room/181167/thumb/8fbedf23bc474674bb9537085563421a.jpg_414_262.jpg,shanghai
淮海路里弄特色一房一厅近地铁,5.0,1室,整租,2,542,//pics.muniao.com//UploadFiles/root/room/181136/thumb/3aeba9c45e6a41cfb3f03c1e3aedf29f.jpg_414_262.jpg,shanghai
东平森林公园附近欧式花园独栋别墅,5.0,7室,整租,16,2500,//pics.muniao.com//UploadFiles/root/room/177316/thumb/acb0bdfedc9642a9b583d066c300fa9e.jpg_414_262.jpg,shanghai
"""丽苑""九院瑞金医院红房子医院-家庭房两居",5.0,1室,整租,3,228,//pics.muniao.com//UploadFiles/root/room/176556/thumb/9d2f5c815b164ca986fe41dbabc58761.jpg_414_262.jpg,shanghai
北欧风投影巨幕龙阳路地铁站新国际博览中心2.7.16线外滩田子坊人民广场迪士尼,4.3,3室,整租,7,1299,//pics.muniao.com//UploadFiles/root/room/176016/thumb/8cfc36388a274df19a97b272ab25f4fe.jpeg_414_262.jpeg,shanghai
清新小雏菊家庭房，近迪士尼（乐园免费接送）,5.0,1室,整租,3,298,//pics.muniao.com//UploadFiles/root/room/169531/thumb/939505a81acd44e5b4e939bf5b63f911.jpg_414_262.jpg,shanghai
炫酷蜘蛛侠亲子房，近迪士尼（乐园免费接送）,5.0,1室,整租,3,298,//pics.muniao.com//UploadFiles/root/room/169529/thumb/e48c4b08db7948b5904610938bffdace.jpg_414_262.jpg,shanghai
桃之源-迪士尼灵感街浦东桃之源 8居室,5.0,8室,整租,20,2299,//pics.muniao.com//UploadFiles/root/room/163137/thumb/44c448aae2e04ae4adc7cfa6216c43ba.jpg_414_262.jpg,shanghai
电梯110平两居创智天地复旦财大肺科医院高层民居,5.0,2室,整租,6,738,//pics.muniao.com//UploadFiles/root/room/159649/thumb/0b1bbbcea02d45ac800daaa2346a66e0.jpg_414_262.jpg,shanghai
温馨小屋 地铁七号线 150米 杨高南路站,5.0,3室,单间出租,2,98,//pics.muniao.com//UploadFiles/root/room/155877/thumb/d6613c35e5084255a63b319d194fe51a.jpeg_414_262.jpeg,shanghai
古典风格龙阳路地铁站近新国际博览中心，东方明珠外滩南京东路迪士尼乐园,5.0,3室,整租,6,999,//pics.muniao.com//UploadFiles/thumb/image/20180717/af6bcc80bc324e2db53d9e4357af48db20180717010103875.jpg_414_262.jpg,shanghai
【花息叶语】复兴中路新天地地铁站2分钟 一大会址思南公馆 燃气热水器畅洗安静干净,5.0,1室,整租,2,398,//pics.muniao.com//UploadFiles/thumb/image/20171221/f26102f5c205424990c83665e3a5827020171221113138735.jpg_414_262.jpg,shanghai
欧式奢墅迪士尼乐园附近地下室二层整租,5.0,4室,整租,8,999,//pics.muniao.com//UploadFiles/root/room/149080/thumb/77c65c0d75af4921816513f3dbf08288.jpg_414_262.jpg,shanghai
阳光独立屋洋房/近环贸一居,4.7,1室,整租,2,458,//pics.muniao.com//UploadFiles/root/room/147550/thumb/aafd967ac8c94911888954e1674045ab.jpg_414_262.jpg,shanghai
上海音乐学院旁老房子loft房近地铁,4.6,1室,整租,2,461,//pics.muniao.com//UploadFiles/root/room/146529/thumb/28de2ccbc3b24a208b268c6ec95e3a4c.jpg_414_262.jpg,shanghai
新天地地铁站2分钟 法式洋房 思南公馆 一大会址 外滩近距离,4.9,1室,整租,3,499,//pics.muniao.com//UploadFiles/root/room/145882/thumb/d7416ac0aaf146efbc3ea65580196f87.jpg_414_262.jpg,shanghai
迪士尼度假区附近 主题公寓（爱丽迪士尼2店）,5.0,9室,单间出租,3,298,//pics.muniao.com//UploadFiles/root/room/136935/thumb/8b812203363c48d5b8bfb1de072119cd.jpg_414_262.jpg,shanghai
上海爱丽小屋主题公寓（爱丽迪士尼2店）,5.0,9室,单间出租,4,358,//pics.muniao.com//UploadFiles/root/room/136853/thumb/40024369ca2442f6a9d0d97dad89bf1e.jpg_414_262.jpg,shanghai
江南水乡高级轰趴别墅馆,5.0,5室,整租,10,3580,//pics.muniao.com//UploadFiles/root/room/135318/thumb/c503b1abc875411c813392749ac11e7c.jpg_414_262.jpg,shanghai
米奇童话家庭房  迪斯尼免费车接车送,5.0,1室,整租,4,368,//pics.muniao.com//UploadFiles/root/room/134685/thumb/9517940db63c4c9ab8051412487bb773.jpg_414_262.jpg,shanghai
白雪公主大床间 迪斯尼免费车接车送,5.0,1室,单间出租,2,288,//pics.muniao.com//UploadFiles/root/room/134634/thumb/89e5ed2ff70746c7848c464f46c78989.jpg_414_262.jpg,shanghai
艺术家 虹桥机场 上海国家会展中心15mins,5.0,3室,整租,5,1598,//pics.muniao.com//UploadFiles/root/room/132159/thumb/fd875bf5b1544296badeaf9d8eb63e49.jpg_414_262.jpg,shanghai
泰晤士小镇花园别墅双床大床房,4.3,6室,单间出租,4,298,//pics.muniao.com//UploadFiles/root/room/129821/thumb/183dd3ac91e94a7e8d3052a4af1c0fda.jpeg_414_262.jpeg,shanghai
loft田子坊淮海中路人民广场外滩文艺简约一居,5.0,1室,整租,2,408,//pics.muniao.com//UploadFiles/root/room/129373/thumb/0db6dccc09c5490695c249623edb40a1.jpg_414_262.jpg,shanghai
迪士尼旁白雪公主亲子套房,5.0,1室,整租,4,398,//pics.muniao.com//UploadFiles/root/room/128513/thumb/2826207294c14d1db85359a1bc95f2c7.jpg_414_262.jpg,shanghai
迪士尼旁白雪公主和米奇亲子两居套旁,5.0,2室,整租,4,518,//pics.muniao.com//UploadFiles/root/room/128243/thumb/6ac47b2145764752bf2515c857dd76ff.jpg_414_262.jpg,shanghai
迪士尼乐园朴宿民宿,5.0,4室,单间出租,2,299,//pics.muniao.com//UploadFiles/root/room/126842/thumb/39bc04dcfbd24baba7486f51715b7f06.jpg_414_262.jpg,shanghai
迪士尼度假区旁两居亲子套房,5.0,2室,整租,4,518,//pics.muniao.com//UploadFiles/root/room/126479/thumb/ac13eb8bcdf04785bcd28a233a7de0da.jpg_414_262.jpg,shanghai
上海绮丽公寓临近地铁精装大床房,5.0,1室,整租,2,238,//pics.muniao.com//UploadFiles/root/room/124898/thumb/bc1d3936663240bc9d56f4c44e4f82d8.jpg_414_262.jpg,shanghai
指间砂 上海闹中取静的老洋房,5.0,1室,整租,2,798,//pics.muniao.com//UploadFiles/root/room/120895/thumb/eff2243d20574cd080a7b3049d8c4e99.jpg_414_262.jpg,shanghai
荷轩*咖玛刀医院宋园路地铁站-家庭房-限长租,5.0,2室,单间出租,3,228,//pics.muniao.com//UploadFiles/root/room/120289/thumb/404d66fadd7a4441bcb467d440d5113f.jpg_414_262.jpg,shanghai
紧邻陆家嘴CBD 四条地铁世纪大道站 大床房,5.0,1室,整租,3,338,//pics.muniao.com//UploadFiles/root/room/118293/thumb/104c1673f19046089eab5fcaffec2519.jpg_414_262.jpg,shanghai
迪士尼别墅烧烤/农家菜预定/KTV/聚会,5.0,4室,整租,10,1458,//pics.muniao.com//UploadFiles/root/thumb/211127/9bf5b9510f9044c8aee8f3e9b4a7a951.jpg_414_262.jpg,shanghai
"温馨大床房,近新华医院、江浦路地铁站",5.0,1室,整租,3,339,//pics.muniao.com//UploadFiles/root/room/273363/thumb/51f02b20a2c346d6aa348d892ae8a870.jpg_414_262.jpg,shanghai
紧邻迪士尼/免费接送/适合家庭度假的50平米大开间,5.0,1室,整租,4,1598,//pics.muniao.com//UploadFiles/root/room/270205/thumb/20a5e2f3d34d4c90857b7c9e7f83514b.jpg_414_262.jpg,shanghai
旭日广场，五角场商圈温馨双床房,5.0,1室,整租,5,368,//pics.muniao.com//UploadFiles/root/room/267225/thumb/4af4d8a7f5514113bd396862d014a3b9.jpg_414_262.jpg,shanghai
东方星座温馨大床房,5.0,1室,整租,3,339,//pics.muniao.com//UploadFiles/root/room/267224/thumb/daefbed5a1c645a2a54f524b518d1d39.jpg_414_262.jpg,shanghai
地铁11号线附近 风信子花语8311/接送DSN,5.0,12室,单间出租,2,388,//pics.muniao.com//UploadFiles/root/room/266318/thumb/4b9eccd2195643ac924dca947a93d33a.jpg_414_262.jpg,shanghai
民义村维尼熊甜甜屋舒适大床房,5.0,1室,整租,2,388,//pics.muniao.com//UploadFiles/root/room/266258/thumb/c375c9eb4b43402489739b3ca6c58965.jpg_414_262.jpg,shanghai
迪斯尼亭轩阁一居免费早餐,5.0,1室,整租,2,228,//pics.muniao.com//UploadFiles/root/room/266256/thumb/eb6ec0d49a9f42f2920226e36569f9b4.jpg_414_262.jpg,shanghai
民义村北欧风温馨公主房一居室,5.0,1室,整租,2,388,//pics.muniao.com//UploadFiles/root/room/266255/thumb/42617270cdb14b9985c78377491d372e.jpg_414_262.jpg,shanghai
迪斯尼店火烈鸟粉色少女心一居,5.0,1室,整租,1,288,//pics.muniao.com//UploadFiles/root/room/266254/thumb/2c51a9429b784410aababf4f231f58a5.jpg_414_262.jpg,shanghai
【温馨】情侣浪漫爱情主题房8101接送乐园,5.0,1室,整租,2,388,//pics.muniao.com//UploadFiles/root/room/266205/thumb/a3f8d4c8ed7d4555b092a4a94c855956.jpg_414_262.jpg,shanghai
迪斯尼地铁11号线附近双床房/接送DSN,5.0,1室,整租,2,406,//pics.muniao.com//UploadFiles/root/room/266195/thumb/6dc6c1b24b984f3d82d7c8f1a92a4f29.jpg_414_262.jpg,shanghai
上海野生动物园附近禹州商业广场内一居,4.9,1室,整租,3,265,//pics.muniao.com//UploadFiles/thumb/image/20181101/eef1e2a209fa46e7868cb9d61755d9b520181101091719808.jpg_414_262.jpg,shanghai
妙妙屋新场古镇清新风迪士尼卡通风单间,5.0,7室,单间出租,2,380,//pics.muniao.com//UploadFiles/thumb/image/20181029/f8e405ca4dab400c9f775f73a56ca98220181029142845478.jpg_414_262.jpg,shanghai
【迪士尼乐园接送】毅墅粉色火烈鸟大床房,4.9,1室,整租,2,238,//pics.muniao.com//UploadFiles/thumb/image/20181014/dc000108072a4e969cf7b45c6d20a4ea20181014100357089.jpg_414_262.jpg,shanghai
迪士尼乐园接送/毅墅立体空间大床房,4.9,1室,整租,2,238,//pics.muniao.com//UploadFiles/thumb/image/20181014/ffc22d06f1444c7a9a7c47aa492bbf1f20181014094315194.jpg_414_262.jpg,shanghai
2米宽床+1.8米宽床，11号线秀沿路站步行300米，距迪士尼两站，粉色佩奇套房,5.0,2室,整租,4,199,//pics.muniao.com//UploadFiles/thumb/image/20190604/195dd330171d48bd8bdc78081a85119720190604102430955.jpg_414_262.jpg,shanghai
永欣高端民宿新国际博览第一妇婴医院迪士尼乐园地铁7号11号13号线外滩城隍庙,5.0,1室,整租,2,258,//pics.muniao.com//UploadFiles/thumb/image/20181008/0be7c220ca394892a9d95e08f5e010c620181008180641685.jpg_414_262.jpg,shanghai
秀沿路站步行300米距离迪斯尼两站/新国际博览中心三站,4.9,2室,整租,4,268,//pics.muniao.com//UploadFiles/thumb/image/20190604/11e263848a3c452c8337422afa9a329a20190604101119715.jpg_414_262.jpg,shanghai
距离新华医院50米，距离8号线江浦路地铁站50米,5.0,1室,整租,4,368,//pics.muniao.com//UploadFiles/thumb/image/20181023/5b93bc163a3f4daabd5d724ebd591cdc20181023225826065.jpg_414_262.jpg,shanghai
温馨双床房距离新华医院50米8号线江浦路地铁站,5.0,1室,整租,4,368,//pics.muniao.com//UploadFiles/thumb/image/20180910/adaf75ca205c44ce9ebec9d21498908520180910171839468.jpg_414_262.jpg,shanghai
温馨双床房（73号）距离新华医院50米,5.0,1室,整租,4,368,//pics.muniao.com//UploadFiles/thumb/image/20180910/38d7abebcbeb42929ccf7c411aeb408720180910171739976.jpg_414_262.jpg,shanghai
"温馨大床房（72号）,距离新华医院50米",5.0,1室,整租,4,368,//pics.muniao.com//UploadFiles/thumb/image/20181202/5fc8ea080e1349f29aca591827dc664520181202193936568.jpg_414_262.jpg,shanghai
近徐家汇漕河泾虹桥机场火车站单间,5.0,4室,单间出租,1,288,//pics.muniao.com//UploadFiles/thumb/image/20180908/54bbab49eb0c42368fbfdaabfa5a0b3420180908093508281.jpg_414_262.jpg,shanghai
5-5近徐家汇漕河泾开发区虹桥机场火车站,5.0,4室,单间出租,1,288,//pics.muniao.com//UploadFiles/thumb/image/20180904/9e9fa4e7abc640ed8d964222176ba1c720180904093351731.jpg_414_262.jpg,shanghai
1882南京西路后街洋房loft家庭影院,5.0,1室,整租,2,578,//pics.muniao.com//UploadFiles/thumb/image/20180903/c16ba3b68fbb4815ba5748de3d95b7fb20180903162109711.jpg_414_262.jpg,shanghai
赤峰路地铁200m; 上外＆财大800m内一居,5.0,1室,整租,2,500,//pics.muniao.com//UploadFiles/thumb/image/20180824/e9196ddb6eee4b91b62030fdb3b34c1920180824213324670.jpg_414_262.jpg,shanghai
欢乐聚崇明紫海鹭缘前卫村民宿别墅轰趴3馆,5.0,11室,整租,28,2900,//pics.muniao.com//UploadFiles/thumb/image/20180823/af1df9265d5e47f49975fe2dcb1bb42e20180823092629815.jpg_414_262.jpg,shanghai
欢乐聚崇明紫海鹭缘前卫村民宿别墅轰趴1馆,5.0,8室,整租,16,2900,//pics.muniao.com//UploadFiles/thumb/image/20180822/ab384147f19a430ab1f59c5806dc693c20180822150719836.jpg_414_262.jpg,shanghai
11号线地铁秀沿路站，迪士尼10分钟直达,5.0,1室,整租,2,268,//pics.muniao.com//UploadFiles/thumb/image/20180813/4f1451e230974b34a07c4f1edaa3d3c320180813160053537.jpg_414_262.jpg,shanghai
近复旦儿科医院 上戏 温馨两居室,5.0,2室,整租,4,429,//pics.muniao.com//UploadFiles/thumb/image/20180905/f1d7824795a54ab1a2b417720806625320180905114019047.jpg_414_262.jpg,shanghai
地铁大学城500米 近欢乐谷 玛雅 虹桥 九亭 洞泾,5.0,1室,整租,2,196,//pics.muniao.com//UploadFiles/root/thumb/190811/16ea5bc8bbbf46489263e93a69087240.jpg_414_262.jpg,shanghai
崇明西沙湿地公园、东平国家森林公园附近独栋别墅,5.0,4室,单间出租,2,188,//pics.muniao.com//UploadFiles/thumb/image/20180821/200b669944b14209a1a72ecd098d9aab20180821203540760.jpg_414_262.jpg,shanghai
3-5只接受妹子哦近陆家嘴张江新国际博览中心,5.0,3室,单间出租,1,108,//pics.muniao.com//UploadFiles/thumb/image/20180801/fa68860cf6254de58cf7ec16dd56e8d820180801105112869.jpg_414_262.jpg,shanghai
阳光城愉景湾时尚简约 全功能单间,5.0,4室,单间出租,4,398,//pics.muniao.com//UploadFiles/thumb/image/20180719/c56ddec5236f4b2cbb10d26f185bbce920180719130851163.jpg_414_262.jpg,shanghai
2号地铁站汤臣豪园家庭影院单间房,5.0,5室,单间出租,2,320,//pics.muniao.com//UploadFiles/thumb/image/20180622/61561d4831a64de4bc95edbed56b2d6220180622084808242.jpg_414_262.jpg,shanghai
中山医院瑞金医院地铁嘉善路-家庭房,5.0,2室,单间出租,3,268,//pics.muniao.com//UploadFiles/thumb/image/20180612/4c10d4d5ee8b452f93eb23bd0155dc3620180612210347913.jpg_414_262.jpg,shanghai
迪士尼上海野生动物园舒适双床,5.0,1室,整租,4,468,//pics.muniao.com//UploadFiles/thumb/image/20180606/ed772d1761f94c5ea1f3c3bbd32f479e20180606154352261.jpg_414_262.jpg,shanghai
上海大学附近美式乡村2室2厅房可绘画,5.0,2室,整租,3,388,//pics.muniao.com//UploadFiles/thumb/image/20180606/c039feec70f446289dc69bd72977be7e20180606093827241.jpg_414_262.jpg,shanghai
上海大学近顾村公园花园洋房单间,5.0,4室,单间出租,1,218,//pics.muniao.com//UploadFiles/thumb/image/20180606/2344df7313864e4389feb4b98e2be7f620180606092454472.jpg_414_262.jpg,shanghai
上海大学近顾村公园花园洋房简欧轻单间,5.0,4室,单间出租,1,218,//pics.muniao.com//UploadFiles/thumb/image/20180606/3c849018954244f79cd0e0b062ea63da20180606095219629.jpg_414_262.jpg,shanghai
近17号线地铁朱家角古镇别墅区Loft可住5人可做饭可泡茶免费停车智能门锁,4.6,2室,整租,5,328,//pics.muniao.com//UploadFiles/root/room/196422/thumb/d9b1c62c63934c7fbc46cf3191a3f8d6.jpg_414_262.jpg,shanghai
澜舍-别墅·6室1厅整租／近浦东机场、川沙地铁站/迪士尼免费接送,5.0,6室,整租,15,1800,//pics.muniao.com//UploadFiles/root/room/195801/thumb/b2537ad494a84e0da4d5b10382c9c9d3.jpg_414_262.jpg,shanghai
清新一居室︱崇明生态民宿︱旅游烧烤垂钓,5.0,1室,整租,3,258,//pics.muniao.com//UploadFiles/thumb/image/20180506/9c11dca9cbb345fe984a6858f37ff37b20180506140923553.jpg_414_262.jpg,shanghai
3-4二号线世纪公园地铁站只接受妹子单间,5.0,3室,单间出租,1,88,//pics.muniao.com//UploadFiles/thumb/image/20180911/45cfd2bb2d534547ab63aa1b0870dd2e20180911190615785.jpg_414_262.jpg,shanghai
6-1世纪公园2号线朝南主卧带阳台限女生单间,5.0,4室,单间出租,1,98,//pics.muniao.com//UploadFiles/thumb/image/20180502/8ccdd726c62c47328c0acac84ff6e93b20180502143828934.jpg_414_262.jpg,shanghai
温馨3房整套出租，带沙发床，可做饭,5.0,3室,整租,6,99999,//pics.muniao.com//UploadFiles/root/room/181957/thumb/a2e1d4abe0154de3ae92041fcf89e792.jpg_414_262.jpg,shanghai
奉贤南桥温馨小家??温馨一室一厅 可烧饭,5.0,1室,整租,2,299,//pics.muniao.com//UploadFiles/root/room/181774/thumb/d0920ef9c45b4458bb5344b5b01e356b.jpg_414_262.jpg,shanghai
崇明东滩别墅 三居室 可住6人,5.0,3室,整租,6,2000,//pics.muniao.com//UploadFiles/root/room/177706/thumb/a804540401f44d77b5185836b01b74b5.jpg_414_262.jpg,shanghai
"""四季轩""光华胸科医院虹桥路交通大学-家庭间",4.3,2室,单间出租,3,238,//pics.muniao.com//UploadFiles/root/room/176539/thumb/adfbbf74f9ab4c00bdc9bd5dec36abab.jpg_414_262.jpg,shanghai
【D·House 】静安寺商圈 南京西路 百乐门超温馨2房,5.0,2室,整租,4,369,//pics.muniao.com//UploadFiles/root/room/175915/thumb/a78759222e5e4fb298f51547c93fc2e2.jpg_414_262.jpg,shanghai
